Distribuidor;Nombre_Referencia;Precio_Bruto;Precio_Num_€;Bodega;Sociedad Limitada;Ciudad Origen;Pais;Tipo;Volumen (Formato);Descripción;Foto Botella;Precio aprox coste;Enlace Web
Bodeboca;Vinos de Rías Baixas;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;"Rías Baixas es la región vinícola más grande y reconocida de Galicia, donde la viña se encuentra con el océano Atlántico. En Bodeboca puedes explorar sus cinco subzonas, siendo el valle del Salnés y O Rosal las más famosas y las que concentran las bodegas más celebradas.

Aquí encontrarás blancos frescos, afilados y con una acidez vibrante que combinan de maravilla con multitud de propuestas gastronómicas. Aunque reina la uva Albariño, no pierdas de vista otras variedades autóctonas como la Loureira o la Treixadura, que aportan matices únicos a los coupages.

¿Ganas de norte? No nos extraña. Este es el destino ideal si te gustan los blancos vibrantes. Podríamos decir que estos vinos tienen un perfil similar a los rieslings del centro de Europa. Bodegas como Martín Códax, Palacio de Fefiñanes, Pazo Señorans, Fillaboa o Gerardo Méndez (Do Ferreiro) son perfectas para disfrutar de la esencia atlántica de esta denominación.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/espana/galicia/rias-baixas
Bodeboca;Vermouth La Copa Extra Seco;10.9 €;10.9;Desconocida;;;España;Rojo / Negre;75 cl;La receta con la que se ha elaborado este vermouth ha sido recuperada del archivo histórico de González Byass. Un archivo en el que hay referencias sobre vermouths desde el año 1896. Así, la casa realiza una selección de vinos finos para crear esta delicia, macerada con botánicos tan especiales como la ajedrea y el ajenjo y, también, con frutos rojos. Un trago perfecto tanto para degustar solo o como base de coctelería.;https://www.bodeboca.com/sites/default/files/wines/2022-07/bot-vermouth-lacopa-extra-seco.jpg;;https://www.bodeboca.com/vino/vermouth-copa-extra-seco
Decantalo;Vermut de Italia;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1 Litro;"IGT Terre Siciliane
                                                                                    (Sicilia)";https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/vino/vermut/q/pais_italia/
Decantalo;Alvear Vermouth Rojo Artesano de Pedro Ximénez;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);Alvear Vermouth Rojo es un vermut muy potente y profundo. En nariz destacan las notas cítricas, de caramelo tostado, frutos secos, especias dulces. ebanistería y pasas. En boca es equilibrado y amplio, elegante y especiado. Fondo floral complementadas con los aromas a tostado, a café del PX y de madera noble. Final muy largo y definido.;https://www.decantalo.com/es/39896-large_default/alvear-vermouth-rojo.jpg;;https://www.decantalo.com/es/es/alvear-vermouth-rojo.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Categoría: Vermut;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1 Litro;Esta es la lista de los vinos más vendidos de este momento en Decántalo.El Top 10 de vermut más vendido en nuestra tienda online. Encuentra y compra cómodamente el vermut mejor valorado según nuestros datos y la revisión de nuestros expertos sumilleres. Prueba nuevos vinos y descubre bodegas, sabores y matices con la seguridad de no estar catando un vino cualquiera. Sin duda, algunos de ellos pasarán a ser imprescindibles en tu bodega. Añade a tu carrito de compra los vinos del Top 10 de vermut. ¿Te los vas a perder?;https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/vino/vermut/?top
Decantalo;Petroni Aperitivo;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;Decántalo es tu tienda de vinos para comprar vino online. Vino español, vino francés, vino italiano. En Decántalo puedes comprar vino de los principales países vinícolas. Porque amamos el vino tanto como tú. Bienvenido a Decántalo, tu tienda de vinos de confianza.;https://www.decantalo.com/es/65201-large_default/petroni-aperitivo-75-cl.jpg;;https://www.decantalo.com/es/es/petroni-aperitivo-75-cl.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Últimas botellas;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;;/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/ultimas-botellas
Decantalo;Vermut Fernando de Castilla blanco;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Vermut Fernando de Castilla blanco es un vermut natural potente y complejo. En nariz es afrutado, con aromas a uva moscatel y especias. En boca es semidulce, intento y largo, con sabores a ajenjo, clavo y tomillo.;https://www.decantalo.com/es/13952-large_default/vermut-fernando-de-castilla-blanco.jpg;;https://www.decantalo.com/es/es/vermut-fernando-de-castilla-blanco.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Vinos sin alcohol;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);"La revolución de los vinos sin alcohol ha llegado para quedarse. Olvida los prejuicios, ahora puedes brindar y disfrutar del sabor del vino sin las consecuencias del alcohol. En Bodeboca hemos seleccionado las mejores alternativas desalcoholizadas del mercado. No son mostos, son vinos reales fermentados a los que se les extrae el alcohol mediante técnicas respetuosas para conservar sus aromas y sabores.

Tienes opciones para todos los momentos: desde espumosos festivos para brindar, hasta blancos aromáticos y tintos con cuerpo para acompañar una comida. ¿Te toca conducir, te estás cuidando o simplemente tienes curiosidad por este tipo de productos? Descubre bodegas especializadas en ellos como Natureo (de Familia Torres) o Win, que han logrado mantener la esencia del vino en versión 0,0.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/sin-alcohol
Bodeboca;Vermut Fernando de Castilla;15.4 €;15.4;Desconocida;;;España;Rojo / Negre;50 cl;La bodega jerezana ha recuperado la centenaria tradición de la zona de elaborar vermut respetando la esencia y la tradición. Sus vinos añejos de altísima calidad de Oloroso y PX han sido impregnados con 27 botánicos que los han transformado en un vermut completamente natural, sin ningún aroma añadido pero de una intensidad sorprendente. Un vermut potente y lleno de copmplejidad que debe disfrutarse con hielo. Elegante y refrescante.;https://www.bodeboca.com/sites/default/files/wines/2020-05/bot-vermut-fernando-de-castilla.jpg;;https://www.bodeboca.com/vino/vermut-fernando-castilla#block-productratings
Decantalo;Raimat El Polvorí Vermut;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Raimat El Polvorí Vermut es un vermut de atractivo color ambarino con matices que evolucionan hacia un tono teja, mostrándose nítido y brillante a la vista. En la nariz, los sutiles toques de madera y especias se entrelazan armoniosamente con la frescura de las hierbas naturales del bosque, creando una experiencia sensorial única. Al llegar a la boca, revela su complejidad y carácter distintivo. El equilibrio perfecto entre sus elementos lo hace cautivador, mientras que su gran persistencia deja una impresión duradera en el paladar.;https://www.decantalo.com/es/60186-large_default/raimat-el-polvori-vermut.jpg;;https://www.decantalo.com/es/es/raimat-el-polvori-vermut.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Vermouth La Madre Negre;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);Decántalo es tu tienda de vinos para comprar vino online. Vino español, vino francés, vino italiano. En Decántalo puedes comprar vino de los principales países vinícolas. Porque amamos el vino tanto como tú. Bienvenido a Decántalo, tu tienda de vinos de confianza.;https://www.decantalo.com/es/65380-large_default/vermouth-la-madre-negre.jpg;;https://www.decantalo.com/es/es/vermouth-la-madre-negre.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Vermouth Martínez Lacuesta Rojo;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);Vermouth Martínez Lacuesta Rojo es un vermut clásico. En nariz destacan sus aromas herbales con notas de ajenjo y mejorana. En boca es dulce y tradicional. Final amargo.;https://www.decantalo.com/es/13979-large_default/vermouth-martinez-lacuesta-rojo.jpg;;https://www.decantalo.com/es/es/vermouth-martinez-lacuesta-rojo.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Preguntas frecuentes;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Solucionamos tus dudas para que comprar vino se convierta en la mejor experiencia posible. Si tienes alguna duda sobre el proceso de compra de vino, transporte de los pedidos, roturas, devoluciones, sobre cómo registrarte o sobre la seguridad en nuestra tienda online, aquí te ayudamos a resolverla. Si aún así te queda alguna duda, no dudes en contactarnos. Estaremos encantados de ayudarte.;https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/content/preguntas-frecuentes.html
Bodeboca;Vinos de Portugal;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;"Los vinos de Portugal te cautivarán desde el primer sorbo y te harán repetir una y otra vez. Ofrecen una autenticidad y unos precios difíciles de batir. En Bodeboca queremos que descubras que hay vida más allá del oporto: sorpréndete con los blancos de la región de Vinho Verde, ligeros, crujientes y con baja graduación alcohólica. O echa un vistazo a los tintos del Douro y el Alentejo: con mucho carácter, estructura, notas minerales y fruta negra madura.

Aquí mandan sus propias uvas, que no son pocas: Touriga nacional, Tinta roriz o Alvarinho. Vinos con una personalidad atlántica muy marcada. ¿Buscas un trago diferente a lo de siempre? Portugal es la respuesta más inteligente. Atrévete con bodegas que están marcando la pauta como Niepoort, Quinta do Vale Meão, Esporão o Anselmo Mendes.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/portugal
Decantalo;Vermouth De Muller Iris Rojo;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);Decántalo es tu tienda de vinos para comprar vino online. Vino español, vino francés, vino italiano. En Decántalo puedes comprar vino de los principales países vinícolas. Porque amamos el vino tanto como tú. Bienvenido a Decántalo, tu tienda de vinos de confianza.;https://www.decantalo.com/es/63878-large_default/vermouth-de-muller-iris-rojo.jpg;;https://www.decantalo.com/es/es/vermouth-de-muller-iris-rojo.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Vermouth La Copa Extra Seco;10.9 €;10.9;Desconocida;;;España;Rojo / Negre;75 cl;La receta con la que se ha elaborado este vermouth ha sido recuperada del archivo histórico de González Byass. Un archivo en el que hay referencias sobre vermouths desde el año 1896. Así, la casa realiza una selección de vinos finos para crear esta delicia, macerada con botánicos tan especiales como la ajedrea y el ajenjo y, también, con frutos rojos. Un trago perfecto tanto para degustar solo o como base de coctelería.;https://www.bodeboca.com/sites/default/files/wines/2022-07/bot-vermouth-lacopa-extra-seco.jpg;;https://www.bodeboca.com/vino/vermouth-copa-extra-seco#block-productratings
Bodeboca;Vermouth;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1 Litro;"La hora del aperitivo tiene nombre propio: el vermut. Más que una bebida, es un ritual social que ha vuelto con más fuerza que nunca a nuestras barras y terrazas. En Bodeboca puedes encontrar vermuts para todos los gustos: los clásicos rojos de Reus, herbáceos y con ese punto dulce reconfortante; los blancos, más cítricos y ligeros; o los reservas, envejecidos en barrica para ganar complejidad y elegancia.

La base suele ser un vino blanco (de uvas como Macabeo, Airén o Albariño) macerado con una mezcla secreta de botánicos donde no puede faltar el ajenjo, junto a raíces, flores y especias. El color caoba del vermut rojo suele venir del caramelo añadido y/o de especias más oscuras e intensas (como la canela o el clavo).

¿Quieres probar otras referencias internacionales? Viaja con el paladar a Italia, concretamente a Turín, para degustar los estilos amargos que dieron origen a la leyenda. O también puedes empezar descubriendo marcas icónicas y artesanas como Lustau, Yzaguirre, St. Petroni o Carpano.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/vermut#
Bodeboca;Vinos de EE. UU.;0,00 €;0.0;Desconocida;;;España;Blanco;75 cl;;/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/ee-uu
Bodeboca;Generoso;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;"Cuando hablamos de vinos únicos en el mundo, es inevitable hablar de vinos generosos. Son un tesoro líquido que garantizan una experiencia sensorial inigualable. En Bodeboca puedes encontrar el estilo que mejor encaje contigo: secos, salinos y punzantes como la manzanilla de Sanlúcar o el fino de Jerez. O más complejos como el amontillado, el palo cortado o el oloroso.

La uva que hace posible este milagro en el sur de España es la Palomino fino, capaz de transformarse en las botas de roble americano bajo el sistema de criaderas y soleras. La Pedro Ximénez y la Moscatel se suelen reservar para aportar el toque dulce, normalmente a través de un proceso de pasificación al sol.

¿Con ganas de ampliar horizontes? Descubre también los grandes generosos de Oporto y Madeira. O déjate seducir por bodegas centenarias españolas que son historia viva, como González Byass (Tío Pepe), Lustau, Barbadillo o Tradición.

Además de acompañar aperitivos, las manzanillas y los finos maridan a la perfección con frituras de pescado, embutidos ibéricos, langostinos o salazones. Los amontillados son compañeros ideales de verduras como alcachofas o espárragos, así como de caldos y consomés. ¿Y para los olorosos? Platos con sabores intensos como la caza, las carnes rojas o las setas funcionan a la perfección.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/generoso
Bodeboca;Vermouth del Professore Rosso;30.5 €;30.5;Desconocida;;;España;Rojo / Negre;1 Litro;"""The Professor"" es el sobrenombre con el que siempre será conocido Jerry Thomas, el barman que se considera pionero y personaje célebre en la mixología de Estados Unidos. El Vermouth del Professore Rosso lleva su nombre como un homenaje. Para su elaboración se seleccionan los mejores vinos blancos y tintos nacionales y de producción propia.";https://www.bodeboca.com/sites/default/files/wines/2020-05/bot-vermouth-del-professore-rosso.jpg;;https://www.bodeboca.com/vino/vermouth-professore-rosso
Bodeboca;El Bandarra Vermut 1L;9.4 €;9.4;Desconocida;;;España;Rojo / Negre;1 Litro;El Bandarra es el vermut del proyecto Democratic Wine perfecto para disfrutar en una terracita, con jaleo y buen rollo. Lo elaboran los chicos de Casa Berger macerando su vino blanco con más de 50 extractos de hierbas, flores, botánicos y especias naturales como el clavo, la canela, la vainilla, cardamomo y naranja amarga. Después de fortificar el vino, se le da un toque de caramelo y se termina de domar en barricas de roble con soleras durante 1 o 2 meses.;https://www.bodeboca.com/sites/default/files/wines/2016-06/bot-el-bandarra-vermut-100cl-nueva.jpg;;https://www.bodeboca.com/vino/el-bandarra-vermut-1l
Decantalo;Vermut de la bodega Carpano;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;Decántalo es tu tienda de vinos para comprar vino online. Vino español, vino francés, vino italiano. En Decántalo puedes comprar vino de los principales países vinícolas. Porque amamos el vino tanto como tú. Bienvenido a Decántalo, tu tienda de vinos de confianza.;https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/vino/vermut/q/bodega_carpano/
Decantalo;Vermouth Carpano Bianco;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;Vermouth Carpano Bianco es un vermut suave. En nariz es fresco y complejo, con notas de cítricos y vainillas. En boca es sabroso y dulce, con un final amargo. Recuerdos a orejones, pasas, dátiles y cáscara de naranja.;https://www.decantalo.com/es/13965-large_default/vermouth-carpano-bianco.jpg;;https://www.decantalo.com/es/es/vermouth-carpano-bianco.html#/53-formato-1_litro/177-ano-sin_anada
Decantalo;Vermouth Dos Deus Estrelles;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Vermouth Dos Deus Estrelles es un vermut potente. En nariz es especiado, con notas a hierbas silvestres. En boca es sabroso y largo. Final amargo.;https://www.decantalo.com/es/13975-large_default/vermouth-dos-deus-estrelles.jpg;;https://www.decantalo.com/es/es/vermouth-dos-deus-estrelles.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Garvey Vermut Marinero;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Garvey Vermut Marinero es un vermut complejo y muy especial, de color caoba brillante y limpio. En nariz se combinan los cítricos y la fruta blanca, con recuerdos a romero, gencia, salvia, algas y plancton. En boca es ácido y amargo, pero bien equilibrado. Potente. Abundan las notas salinas. Complejo. Final persistente e intenso con sabor marino.;https://www.decantalo.com/es/46002-large_default/garvey-vermut-marinero.jpg;;https://www.decantalo.com/es/es/garvey-vermut-marinero.html#/1-formato-75_cl/177-ano-sin_anada
Decantalo;Política de privacidad;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);El responsable del tratamiento de sus datos personales es Decántalo Vinos, S.L., (en adelante, “DECÁNTALO”), con N.I.F. B-65335606 y domicilio en la Calle Puig i Cadafalch 26 - 08191 - Rubí (España).;https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/content/politica-de-privacidad.html
Bodeboca;Vermouth Pérez Barquero;9.5 €;9.5;Desconocida;;;España;Rojo / Negre;1 Litro;Vermouth Pérez Barquero se elabora con vino de uvas Pedro Ximénez de la Sierra de Montilla. El vino pasó por las tradicionales tinajas de la zona en las que adquirió propiedades de su corta pero intensa crianza biológica.;https://www.bodeboca.com/sites/default/files/wines/2019-05/bot-vermuth-barquero-2022.jpg;;https://www.bodeboca.com/vino/vermouth-perez-barquero#block-productratings
Bodeboca;Vermut rojo Domingo;10.5 €;10.5;Desconocida;;;España;Rojo / Negre;75 cl;Domingo es un homenaje al día del vermut por excelencia mediante una elaboración tradicional y artesana que combina excelentes vinos con una selección única de extractos de raíces, hojas y flores de plantas aromáticas y especias. Un tributo de Osborne a los bares de toda la vida, a lo clásico, y a las emociones que esos lugares y esos momentos representan. El vino base empleado en este vermut rojo es tratado cuidadosamente con el fin de conseguir un equilibrio con los botánicos sin que sobresalga uno por encima del otro, para ello se opta por una maceración en frío más respetuoso con los aromas de las hierbas y de las especias. El resultado es un vermut como los de siempre de paso dulce con un final elegantemente amargo que siempre invita a un trago más.;https://www.bodeboca.com/sites/default/files/wines/2021-07/bot-vermutrojodomigno.jpg;;https://www.bodeboca.com/vino/vermut-rojo-domingo
Decantalo;Vermouth Martínez Lacuesta Reserva;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);Vermouth Martínez Lacuesta Reserva es un vermut muy aromático y sabroso. En nariz destacan aromas tostados a hierbas de monte, roble y café. En boca es amargo, con recuerdos a fruta madura y especiados.;https://www.decantalo.com/es/15422-large_default/vermouth-martinez-lacuesta-reserva.jpg;;https://www.decantalo.com/es/es/vermouth-martinez-lacuesta-reserva.html#/1-formato-75_cl/140-outlet-outlet/177-ano-sin_anada
Bodeboca;Vermouth Perucchi Gran Reserva 1L;14.9 €;14.9;Desconocida;;;España;Rojo / Negre;1 Litro;El auténtico bestseller de la firma fundada por Augustus Perucchi sigue siendo elaborado con su misma receta original. Más de 50 botánicos naturales, sin conservantes ni colorantes, y un envejecimiento de 3 años mediante el sistema de soleras en fudres de 9.000 litros con las madres de 1876, alumbran este vermut espectacular, equilibrado, ligeramente amargo pero, al mismo tiempo, suave al paladar.;https://www.bodeboca.com/sites/default/files/wines/2020-10/bot-vemouth-perucchi-gr.jpg;;https://www.bodeboca.com/vino/vermouth-perucchi-gran-reserva-1l
Bodeboca;Vermut Lustau Rojo;13.75 €;13.75;Desconocida;;;España;Rojo / Negre;50 cl;Lustau ha recuperado la tradición jerezana de elaborar un vermut en el que el vino local es el protagonista. Es un ensamblaje de dos vinos criados durante más de 10 años con el sistema de criaderas y soleras. Se trata de un vermut genuíno y con mucho carácter andaluz.;https://www.bodeboca.com/sites/default/files/wines/2021-11/bot-lustau-vermut.jpg;;https://www.bodeboca.com/vino/vermut-lustau-rojo
Bodeboca;Más vendidos;0,00 €;0.0;Desconocida;;;España;Blanco;75 cl;"Aquí tienes nuestros vinos más vendidos. Si todo el mundo los elige, por algo será. Esta es la sección de los infalibles, el lugar donde reunimos las botellas que vuelan de nuestro almacén porque nunca fallan. En Bodeboca puedes encontrar los grandes hits que gustan a todos: desde vinos de Ribera del Duero con cuerpo, hasta los blancos de Rueda que siempre deberías tener en la nevera.

Son vinos con el sello de aprobación de miles de clientes. Perfectos para regalar sin arriesgar. ¿No sabes por dónde empezar? Apuesta por clásicos modernos que son superventas año tras año, como Pruno, Habla del Silencio, Matsu o La Planta. ¡El éxito está garantizado!";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/top-ventas
Decantalo;Política de cookies;0,00 €;0.0;Desconocida;;;España;Blanco;1.5 Litros (Magnum);"Para poder ejercitar cualquiera de sus derechos en materia de protección de datos, así como para poder conocer los (i) Fines del tratamiento y base jurídica del tratamiento; (ii) Destinatarios o categorías de destinatarios de los datos personales; (iii) Transferencias internacionales; (iv) Plazo de conservación; (v) Derechos de los interesados; (vi) Existencia de decisiones automatizadas, incluida la elaboración de perfiles, puede acceder a las Condiciones de Uso de DECÁNTALO.";https://www.decantalo.com/es/img/prestashop-17-logo-1577703831.jpg;;https://www.decantalo.com/es/es/content/politica-de-cookies.html
Decantalo;Vermut Noilly Prat Rojo;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);Vermut Noilly Prat Rojo es un macerado semidulce y especiado, de color rubí muy vivo (con reflejos caobas). En nariz es complejo, con toques de clavo, flores (lavanda). En boca es muy sutil, con un poco de cacao amargo y un fondo muy rico. Simplemente fuerte pero muy elegante.;https://www.decantalo.com/es/47235-large_default/vermut-noilly-prat-rojo.jpg;;https://www.decantalo.com/es/es/vermut-noilly-prat-rojo.html#/1-formato-75_cl/177-ano-sin_anada
Bodeboca;Altas puntuaciones;0,00 €;0.0;Desconocida;;;España;Blanco;1 Litro;"Si buscas vinos excelentes, este es tu lugar. Aquí hemos reunido los vinos que han conquistado a los paladares más exigentes del mundo. En Bodeboca puedes acceder a las listas de imprescindibles para The Wine Advocate (quien otorga los célebres 'puntos Parker'), la Guía Peñín, Tim Atkin o James Suckling, entre otros críticos. Tenemos desde los codiciados 100 puntos hasta joyas de relación calidad-placer-precio indiscutible, las que consiguen puntuaciones altísimas y son aptas para cualquier bolsillo.

Esta es la sección ideal para encontrar regalos especiales, vinos de guarda o simplemente para darte el mejor homenaje. Explora etiquetas avaladas por los expertos, desde grandes riojas clásicos hasta los unicornios internacionales más puntuados. Aciertos garantizados.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/parker-penin
Bodeboca;Vermut Lustau Rojo;13.75 €;13.75;Desconocida;;;España;Rojo / Negre;50 cl;Lustau ha recuperado la tradición jerezana de elaborar un vermut en el que el vino local es el protagonista. Es un ensamblaje de dos vinos criados durante más de 10 años con el sistema de criaderas y soleras. Se trata de un vermut genuíno y con mucho carácter andaluz.;https://www.bodeboca.com/sites/default/files/wines/2021-11/bot-lustau-vermut.jpg;;https://www.bodeboca.com/vino/vermut-lustau-rojo#block-productratings
Bodeboca;Vinos de Bierzo;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;"El Bierzo es la región de moda y el gran descubrimiento para muchos. Un valle mágico en León que combina lo mejor del clima atlántico y el mediterráneo. En Bodeboca puedes encontrar el carácter único de sus viñedos viejos plantados en laderas: vinos tintos frescos, fragantes y fluidos que se beben con una facilidad pasmosa. Pero ojo, no te pierdas sus blancos de Godello, que están alcanzando cotas de calidad mundial.

La reina absoluta en esta región es la uva Mencía, que da vinos con notas de flores azules, frutas silvestres y un toque mineral. La Godello, por su parte, se encarga de que los blancos tengan buen volumen y sobrada elegancia.

¿Una referencia para ubicarte? Muchos expertos comparan la finura de los vinos del Bierzo con los de Borgoña. Si te gustan los tintos que no pesan pero tienen sabor, este es tu sitio. Empieza descubriendo a los artífices de este 'milagro', como el genial Raúl Pérez, Descendientes de J.Palacios, Luna Beberide o Losada Vinos de Finca. ¡Bierzo por bandera!";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/espana/castilla-y-leon/bierzo
Bodeboca;Vermouth;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1 Litro;"La hora del aperitivo tiene nombre propio: el vermut. Más que una bebida, es un ritual social que ha vuelto con más fuerza que nunca a nuestras barras y terrazas. En Bodeboca puedes encontrar vermuts para todos los gustos: los clásicos rojos de Reus, herbáceos y con ese punto dulce reconfortante; los blancos, más cítricos y ligeros; o los reservas, envejecidos en barrica para ganar complejidad y elegancia.

La base suele ser un vino blanco (de uvas como Macabeo, Airén o Albariño) macerado con una mezcla secreta de botánicos donde no puede faltar el ajenjo, junto a raíces, flores y especias. El color caoba del vermut rojo suele venir del caramelo añadido y/o de especias más oscuras e intensas (como la canela o el clavo).

¿Quieres probar otras referencias internacionales? Viaja con el paladar a Italia, concretamente a Turín, para degustar los estilos amargos que dieron origen a la leyenda. O también puedes empezar descubriendo marcas icónicas y artesanas como Lustau, Yzaguirre, St. Petroni o Carpano.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/vermut?algolia_index_top_rated%5Bpage%5D=1
Bodeboca;Comprar vinos con Mencía;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;"La Mencía es la frescura atlántica hecha vino. La joya del noroeste español que ha enamorado a la crítica internacional. En Bodeboca puedes apreciar sus dos caras: la del Bierzo, más carnosa y estructurada; y la de la Ribeira Sacra, más afilada y mineral, fruto de la viticultura heroica en desfiladeros de vértigo.

Es una variedad que ofrece vinos fragantes, con mucha fruta roja, notas florales y un fondo terroso o mineral. Entrega vinos fluidos, fáciles de beber pero con mucha personalidad. ¿Curiosidad fronteriza? En Portugal se la conoce como Jaen y se cultiva en regiones como el Dão. Descubre a los grandes genios de la Mencía: Raúl Pérez, Ricardo Pérez Palacios, Guímaro o Losada.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/mencia
Bodeboca;Cinzano Vermouth Bianco 1L;7.8 €;7.8;Desconocida;;;España;Rojo / Negre;1 Litro;Cinzano Vermouth Bianco es un vermut blanco con un aroma fragante y delicado. Es dulce, con cuerpo y muy versátil, ideal como un aperitivo o como ingrediente de algún cóctel.;https://www.bodeboca.com/sites/default/files/wines/2021-06/bot-cinzano-vermouth-bianco.jpg;;https://www.bodeboca.com/vino/cinzano-vermouth-bianco-1l#block-productratings
Bodeboca;Ecológicos;0,00 €;0.0;Desconocida;;;España;Blanco;50 cl;"Los vinos de esta selección son un homenaje al entorno en el que nacen. En Bodeboca contamos con una oferta creciente de vinos con certificación ecológica (sin utilización de químicos en el viñedo) y biodinámica (los que siguen los ciclos lunares y naturales durante su elaboración).

Descubrirás que suelen ser vinos con mucha expresión de fruta y del terruño. Desde los blancos del Penedès (pioneros en este tipo de prácticas respetuosas con el medioambiente) hasta los tintos naturales de mínima intervención que están de moda en los winebars de las principales ciudades.

¿Te preocupa lo que bebes? Prueba nuestra gama de vinos ecológicos, orgánicos y biodinámicos. Adéntrate en el mundo 'bio' con bodegas referentes como Albet i Noya, Parés Baltà, Gramona o Pepe Raventós.";/themes/custom/bodeboca/fonts/svg/cross.svg;;https://www.bodeboca.com/vino/vinos-ecologico
Decantalo;COS Vermouth Rosso Nero d'Avola 2021;0,00 €;0.0;Desconocida;;;España;Rojo / Negre;1.5 Litros (Magnum);COS Vermouth Rosso Nero d’Avola 2023 es un sorbo de Sicilia, donde la uva nero d’Avola se transforma en un elixir sofisticado y embriagador. Aromas de cítricos confitados, hierbas del monte y un guiño especiado que te atrapa al primer sorbo. En boca entra suave, pero pronto enseña su lado más vinoso y seductor. Largo, fresco, con garra y mucha actitud. Su final largo y elegante lo convierte en una delicia para paladares exigentes. Pídelo con hielo, una rodaja de naranja… y deja que la tarde se alargue sin culpa.;https://www.decantalo.com/es/73062-large_default/cos-vermouth-rosso-nero-d-avola-2021.jpg;;https://www.decantalo.com/es/es/cos-vermouth-rosso-nero-d-avola-2021.html#/1-formato-75_cl/213-ano-2023
